Question ID,content,answer,correct_format,coerce,Reasoning,Answer,A,B,C,D,E,correct_answer,model,dataset
34,"{
  ""Reasoning"": ""The passage states that in Hartmann's experiment, no crops were planted specifically to avoid competition with emerging weeds. If wheat or corn (competitive crops) had been planted, they would likely suppress weed growth through resource competition, reducing weed coverage percentages below Hartmann's observed 80% (day) and 2% (night). This aligns with agricultural principles, though the exact reduction is uncertain. High confidence due to explicit experimental design and ecological logic."",
  ""Answer"": ""A"",
  ""A"": 0.85,
  ""B"": 0.05,
  ""C"": 0.05,
  ""D"": 0.05
}",A,True,False,"The passage states that in Hartmann's experiment, no crops were planted specifically to avoid competition with emerging weeds. If wheat or corn (competitive crops) had been planted, they would likely suppress weed growth through resource competition, reducing weed coverage percentages below Hartmann's observed 80% (day) and 2% (night). This aligns with agricultural principles, though the exact reduction is uncertain. High confidence due to explicit experimental design and ecological logic.",A,0.85,0.05,0.05,0.05,0.0,A,deepseek_r1,sat_en
35,"{
  ""Reasoning"": ""The question asks for the soil sample with the fewest seedlings emerging after disturbance in darkness. The table's 'darkness' column shows: Sample A=0, B=1, C=2, D=3. Thus, Sample A has the lowest value (0). Among the given options, A is clearly correct."",
  ""Answer"": ""A"",
  ""A"": 0.99,
  ""B"": 0.01,
  ""C"": 0.0,
  ""D"": 0.0
}",A,True,False,"The question asks for the soil sample with the fewest seedlings emerging after disturbance in darkness. The table's 'darkness' column shows: Sample A=0, B=1, C=2, D=3. Thus, Sample A has the lowest value (0). Among the given options, A is clearly correct.",A,0.99,0.01,0.0,0.0,0.0,A,deepseek_r1,sat_en
37,"{
""Reasoning"": ""The passage centers on Lady Carlotta being mistaken for a governess by Mrs. Quabarl. Instead of correcting the error, she deliberately plays along, fabricates excuses about her luggage, and later asserts dominance in conversation. No job consideration (A), revenge motive (C), or explicit dislike (D) occurs. Her choice not to clarify the mistaken identity drives the narrative."",
""Answer"": ""B"",
""A"": 0.05,
""B"": 0.85,
""C"": 0.05,
""D"": 0.05
}",B,True,False,"The passage centers on Lady Carlotta being mistaken for a governess by Mrs. Quabarl. Instead of correcting the error, she deliberately plays along, fabricates excuses about her luggage, and later asserts dominance in conversation. No job consideration (A), revenge motive (C), or explicit dislike (D) occurs. Her choice not to clarify the mistaken identity drives the narrative.",B,0.05,0.85,0.05,0.05,0.0,B,deepseek_r1,sat_en
39,"{
""Reasoning"": ""The passage explicitly states that Viola (and by association the other children) has traits 'commonplace among children of that class and type in the twentieth century.' This directly supports option A, indicating they are typical for their social group. Options B, C, and D lack textual evidence: their creativity isn't called 'unusual,' hostility isn't mentioned, and no education comparisons are made."",
""Answer"": ""A"",
""A"": 0.95,
""B"": 0.03,
""C"": 0.01,
""D"": 0.01
}",A,True,False,"The passage explicitly states that Viola (and by association the other children) has traits 'commonplace among children of that class and type in the twentieth century.' This directly supports option A, indicating they are typical for their social group. Options B, C, and D lack textual evidence: their creativity isn't called 'unusual,' hostility isn't mentioned, and no education comparisons are made.",A,0.95,0.03,0.01,0.01,0.0,A,deepseek_r1,sat_en
38,"{
  ""Reasoning"": ""Lady Carlotta's actions—intervening against advice to help the horse, refusing to help a friend trapped by a boar, and bluntly challenging Mrs. Quabarl's expectations—show she prioritizes her principles over social harmony. This aligns with 'outspoken' (direct/unfiltered), not 'tactful' (diplomatic) or 'unfriendly' (hostile). 'Ambitious' is unsupported. Confidence is high due to clear textual evidence."",
  ""Answer"": ""A"",
  ""A"": 0.85,
  ""B"": 0.05,
  ""C"": 0.05,
  ""D"": 0.05
}",A,True,False,"Lady Carlotta's actions—intervening against advice to help the horse, refusing to help a friend trapped by a boar, and bluntly challenging Mrs. Quabarl's expectations—show she prioritizes her principles over social harmony. This aligns with 'outspoken' (direct/unfiltered), not 'tactful' (diplomatic) or 'unfriendly' (hostile). 'Ambitious' is unsupported. Confidence is high due to clear textual evidence.",A,0.85,0.05,0.05,0.05,0.0,A,deepseek_r1,sat_en
40,"{
  ""Reasoning"": ""Mrs. Quabarl explicitly rejects rote memorization ('not merely committing a mass of names and dates') and demands that lessons make children 'feel' connected to the material. Her emphasis on engagement and interest aligns with active learning, not tradition, experimentation, or pure fact retention. The passage provides direct evidence, making high confidence appropriate."",
  ""Answer"": ""B"",
  ""A"": 0.05,
  ""B"": 0.85,
  ""C"": 0.05,
  ""D"": 0.05
}",B,True,False,"Mrs. Quabarl explicitly rejects rote memorization ('not merely committing a mass of names and dates') and demands that lessons make children 'feel' connected to the material. Her emphasis on engagement and interest aligns with active learning, not tradition, experimentation, or pure fact retention. The passage provides direct evidence, making high confidence appropriate.",B,0.05,0.85,0.05,0.05,0.0,B,deepseek_r1,sat_en
41,"{
""Reasoning"": ""Mrs. Quabarl initially presents as authoritative ('imposingly attired,' autocratic expectations). However, she quickly becomes 'cowed and apologetic' when Lady Carlotta defies her (insisting on Russian, criticizing her car), showing she is easily challenged when opposed."",
""Answer"": ""B"",
""A"": 0.1,
""B"": 0.8,
""C"": 0.05,
""D"": 0.05
}",B,True,False,"Mrs. Quabarl initially presents as authoritative ('imposingly attired,' autocratic expectations). However, she quickly becomes 'cowed and apologetic' when Lady Carlotta defies her (insisting on Russian, criticizing her car), showing she is easily challenged when opposed.",B,0.1,0.8,0.05,0.05,0.0,B,deepseek_r1,sat_en
44,"{
  ""Reasoning"": ""The passage explicitly states that the baby Chukars angled their wings downward and backward during WAIR, using the force to press their feet firmly against the ramp for traction (lines 50-54). This directly addresses wing position as the traction facilitator. Options A, C, and D lack direct support: speed isn't mentioned as causal, movement is cooperative (not alternating), and hopping describes earlier behavior, not ramp climbing."",
  ""Answer"": ""B"",
  ""A"": 0.05,
  ""B"": 0.85,
  ""C"": 0.07,
  ""D"": 0.03
}",B,True,False,"The passage explicitly states that the baby Chukars angled their wings downward and backward during WAIR, using the force to press their feet firmly against the ramp for traction (lines 50-54). This directly addresses wing position as the traction facilitator. Options A, C, and D lack direct support: speed isn't mentioned as causal, movement is cooperative (not alternating), and hopping describes earlier behavior, not ramp climbing.",B,0.05,0.85,0.07,0.03,0.0,B,deepseek_r1,sat_en
43,"{
  ""Reasoning"": ""Dial's research was motivated by the 'ground-up vs tree-down' evolutionary debate. He assumed that observing how young birds acquire flight capabilities (like hopping and flapping) could provide insights into how flight evolved in ancestral species. This is evident from his project design to study baby birds' learning and the subsequent evolutionary conclusions drawn from WAIR."",
  ""Answer"": ""A"",
  ""A"": 0.95,
  ""B"": 0.02,
  ""C"": 0.01,
  ""D"": 0.02
}",A,True,False,Dial's research was motivated by the 'ground-up vs tree-down' evolutionary debate. He assumed that observing how young birds acquire flight capabilities (like hopping and flapping) could provide insights into how flight evolved in ancestral species. This is evident from his project design to study baby birds' learning and the subsequent evolutionary conclusions drawn from WAIR.,A,0.95,0.02,0.01,0.02,0.0,A,deepseek_r1,sat_en
36,"{
""Reasoning"": ""The table clearly shows the number of seedlings emerged when soil was disturbed in light: Sample G=0, H=2, I=14, J=5. Sample I has the highest count (14), directly answering the question. The data is unambiguous, so confidence is very high."",
""Answer"": ""C"",
""A"": 0.0,
""B"": 0.0,
""C"": 1.0,
""D"": 0.0
}",C,True,False,"The table clearly shows the number of seedlings emerged when soil was disturbed in light: Sample G=0, H=2, I=14, J=5. Sample I has the highest count (14), directly answering the question. The data is unambiguous, so confidence is very high.",C,0.0,0.0,1.0,0.0,0.0,C,deepseek_r1,sat_en
42,"{
  ""Reasoning"": ""The passage begins with Ken Dial observing young birds' behavior, leading to an experiment with Chukar Partridges. After a rancher's advice, hay bales were added, revealing an anomaly: chicks 'cheating' by running up surfaces while flapping. Dial modified the study to test this behavior experimentally using ramps, leading to the discovery of WAIR and its evolutionary interpretation as a novel hypothesis. This sequence aligns with option C, capturing the anomaly observation, experimental simulation, and hypothesis proposal. Confidence is high as the events match closely."",
  ""Answer"": ""C"",
  ""A"": 0.1,
  ""B"": 0.1,
  ""C"": 0.7,
  ""D"": 0.1
}",C,True,False,"The passage begins with Ken Dial observing young birds' behavior, leading to an experiment with Chukar Partridges. After a rancher's advice, hay bales were added, revealing an anomaly: chicks 'cheating' by running up surfaces while flapping. Dial modified the study to test this behavior experimentally using ramps, leading to the discovery of WAIR and its evolutionary interpretation as a novel hypothesis. This sequence aligns with option C, capturing the anomaly observation, experimental simulation, and hypothesis proposal. Confidence is high as the events match closely.",C,0.1,0.1,0.7,0.1,0.0,D,deepseek_r1,sat_en
47,"{
  ""Reasoning"": ""Passage 2 argues that women's education is essential for societal progress, stating that without it, women cannot be rational companions to men, hindering knowledge and virtue. The author explicitly links education to women's ability to comprehend duty and contribute to patriotism (lines 45-55). Options A, B, and C are unsupported: A focuses on personal welfare (not societal progress), B contradicts the criticism of oppressive norms, and C misrepresents the call for equality, not replacement."",
  ""Answer"": ""D"",
  ""A"": 0.05,
  ""B"": 0.05,
  ""C"": 0.05,
  ""D"": 0.85
}",D,True,False,"Passage 2 argues that women's education is essential for societal progress, stating that without it, women cannot be rational companions to men, hindering knowledge and virtue. The author explicitly links education to women's ability to comprehend duty and contribute to patriotism (lines 45-55). Options A, B, and C are unsupported: A focuses on personal welfare (not societal progress), B contradicts the criticism of oppressive norms, and C misrepresents the call for equality, not replacement.",D,0.05,0.05,0.05,0.85,0.0,D,deepseek_r1,sat_en
